0.700, -9.9000e+01, -9.9000e+01, 5.0470e+02, 2.6099e+03, 7.2131e+03, 1.8537e+04, 2.4083e+02, 1.3188e+03, 5.2563e+03, 1.6074e+04, 2.4218e+04, 4.4228e+04, 7.4802e+04, 7.0941e+04, 4.4288e+04, 3.5389e+04, 2.1630e+04, 6.6998e+03, -99.0000, -99.0000, 17.1424, 15.3584, 14.2547, 13.2299, 17.9457, 16.0996, 14.5983, 13.3847, 12.9397, 12.2858, 11.7152, 11.7728, 12.2843, 12.5278, 13.0624, 14.3348
0.800, -9.9000e+01, -9.9000e+01, 2.8037e+02, 1.3771e+03, 3.8320e+03, 1.1539e+04, 1.4629e+02, 6.5282e+02, 3.0591e+03, 9.4448e+03, 1.6444e+04, 3.1045e+04, 5.5782e+04, 5.7458e+04, 3.7483e+04, 2.8718e+04, 1.8241e+04, 5.2235e+03, -99.0000, -99.0000, 17.7807, 16.0526, 14.9414, 13.7446, 18.4870, 16.8630, 15.1860, 13.9620, 13.3599, 12.6700, 12.0338, 12.0016, 12.4654, 12.7546, 13.2474, 14.6051
0.900, -9.9000e+01, -9.9000e+01, 1.6255e+02, 7.2441e+02, 2.4048e+03, 7.0618e+03, 7.7040e+01, 3.3536e+02, 1.8785e+03, 5.3985e+03, 1.1032e+04, 2.2567e+04, 4.3024e+04, 4.8121e+04, 3.3440e+04, 2.3814e+04, 1.5859e+04, 4.2768e+03, -99.0000, -99.0000, 18.3726, 16.7500, 15.4473, 14.2777, 19.1832, 17.5862, 15.7155, 14.5693, 13.7933, 13.0163, 12.3157, 12.1942, 12.5893, 12.9579, 13.3993, 14.8222
1.000, -9.9000e+01, -9.9000e+01, 1.0499e+02, 3.6607e+02, 1.5362e+03, 4.3623e+03, 3.7853e+01, 1.9185e+02, 1.1684e+03, 3.2981e+03, 7.1901e+03, 1.7056e+04, 3.4285e+04, 4.0925e+04, 3.0307e+04, 2.0025e+04, 1.4068e+04, 3.6257e+03, -99.0000, -99.0000, 18.8471, 17.4911, 15.9339, 14.8007, 19.9548, 18.1926, 16.2310, 15.1043, 14.2582, 13.3203, 12.5622, 12.3700, 12.6961, 13.1461, 13.5294, 15.0015
1.100, -9.9000e+01, -9.9000e+01, 7.0329e+01, 2.0329e+02, 9.8995e+02, 2.7397e+03, 2.0190e+01, 1.1969e+02, 7.0455e+02, 2.0590e+03, 4.7701e+03, 1.3010e+04, 2.7683e+04, 3.4735e+04, 2.7404e+04, 1.7318e+04, 1.2638e+04, 3.1507e+03, -99.0000, -99.0000, 19.2822, 18.1297, 16.4110, 15.3057, 20.6372, 18.7049, 16.7802, 15.6159, 14.7037, 13.6143, 12.7945, 12.5481, 12.8054, 13.3038, 13.6458, 15.1540
1.200, -9.9000e+01, -9.9000e+01, 4.1999e+01, 1.2614e+02, 6.1963e+02, 1.8360e+03, 1.0881e+01, 7.6196e+01, 4.2202e+02, 1.4015e+03, 3.0138e+03, 9.9651e+03, 2.2454e+04, 2.9216e+04, 2.4660e+04, 1.5598e+04, 1.1397e+04, 2.7799e+03, -99.0000, -99.0000, 19.8419, 18.6479, 16.9197, 15.7403, 21.3084, 19.1952, 17.3367, 16.0335, 15.2022, 13.9038, 13.0218, 12.7360, 12.9200, 13.4173, 13.7580, 15.2899
1.300, -9.9000e+01, -9.9000e+01, 2.3450e+01, 8.5094e+01, 3.8778e+02, 1.2301e+03, 5.7491e+00, 5.2240e+01, 2.4211e+02, 9.8643e+02, 2.0063e+03, 7.7864e+03, 1.8310e+04, 2.4410e+04, 2.2141e+04, 1.4585e+04, 1.0313e+04, 2.4554e+03, -99.0000, -99.0000, 20.4746, 19.0753, 17.4285, 16.1752, 22.0010, 19.6050, 17.9400, 16.4148, 15.6440, 14.1717, 13.2433, 12.9311, 13.0370, 13.4902, 13.8665, 15.4247
1.400, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, 3.6119e+01, 1.4197e+02, 7.0035e+02, 1.3916e+03, 6.1287e+03, 1.4848e+04, 2.0470e+04, 2.0152e+04, 1.3809e+04, 9.3899e+03, 2.1836e+03, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, 20.0056, 18.5195, 16.7867, 16.0413, 14.4316, 13.4709, 13.1222, 13.1392, 13.5496, 13.9683, 15.5521
1.500, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, 2.3888e+01, 9.6501e+01, 4.8341e+02, 9.9448e+02, 4.8338e+03, 1.2297e+04, 1.7436e+04, 1.8407e+04, 1.3172e+04, 8.5792e+03, 1.9637e+03, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, 20.4546, 18.9387, 17.1892, 16.4060, 14.6893, 13.6755, 13.2964, 13.2375, 13.6009, 14.0664, 15.6673
1.600, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, 1.5078e+01, 6.6317e+01, 3.2173e+02, 7.4021e+02, 3.7844e+03, 1.0188e+04, 1.5058e+04, 1.6731e+04, 1.2629e+04, 7.8606e+03, 1.7852e+03, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, 20.9542, 19.3459, 17.6313, 16.7266, 14.9550, 13.8797, 13.4556, 13.3412, 13.6466, 14.1614, 15.7708
1.800, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, 5.8584e+00, 3.9720e+01, 1.4409e+02, 4.1929e+02, 2.3986e+03, 7.4508e+03, 1.1767e+04, 1.3482e+04, 1.1453e+04, 6.8798e+03, 1.5376e+03, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, 21.9805, 19.9025, 18.5034, 17.3437, 15.4501, 14.2195, 13.7233, 13.5756, 13.7527, 14.3061, 15.9329
2.000, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, 2.3507e+01, 6.4297e+01, 2.1275e+02, 1.4086e+03, 5.5394e+03, 9.4847e+03, 1.0658e+04, 1.0214e+04, 6.3938e+03, 1.3685e+03, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, 20.4720, 19.3795, 18.0803, 16.0280, 14.5413, 13.9574, 13.8308, 13.8770, 14.3856, 16.0594
2.200, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, 3.7723e+01, 1.1198e+02, 8.2244e+02, 4.2386e+03, 7.8178e+03, 8.5873e+03, 9.1232e+03, 6.0044e+03, 1.2502e+03, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, 19.9585, 18.7772, 16.6122, 14.8320, 14.1673, 14.0654, 13.9996, 14.4538, 16.1576
2.400, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, 2.5253e+01, 5.6805e+01, 5.0802e+02, 3.3718e+03, 6.4965e+03, 7.1319e+03, 8.0495e+03, 5.6853e+03, 1.1588e+03, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, 20.3942, 19.5140, 17.1353, 15.0803, 14.3683, 14.2670, 14.1356, 14.5131, 16.2400
2.500, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, 2.0621e+01, 4.1037e+01, 3.9233e+02, 3.0243e+03, 5.9371e+03, 6.5757e+03, 7.5065e+03, 5.5546e+03, 1.1180e+03, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, 20.6142, 19.8671, 17.4159, 15.1984, 14.4661, 14.3552, 14.2114, 14.5384, 16.2789
2.700, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, 1.3493e+01, 2.6471e+01, 2.7353e+02, 2.4312e+03, 4.9374e+03, 5.6548e+03, 6.4580e+03, 5.3453e+03, 1.0453e+03, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, 21.0747, 20.3431, 17.8075, 15.4354, 14.6662, 14.5190, 14.3747, 14.5801, 16.3519
2.900, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, 7.9493e+00, 1.9506e+01, 1.8780e+02, 1.9142e+03, 4.0834e+03, 4.9227e+03, 5.5210e+03, 5.1470e+03, 9.8234e+02, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, 21.6492, 20.6746, 18.2158, 15.6950, 14.8724, 14.6695, 14.5450, 14.6211, 16.4193
3.000, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, 5.9913e+00, 1.6781e+01, 1.5224e+02, 1.6788e+03, 3.7244e+03, 4.6075e+03, 5.1187e+03, 5.0216e+03, 9.5372e+02, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, 21.9562, 20.8380, 18.4437, 15.8375, 14.9724, 14.7413, 14.6271, 14.6479, 16.4515
3.100, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, 4.4852e+00, 1.3741e+01, 1.2529e+02, 1.4876e+03, 3.3971e+03, 4.3151e+03, 4.7734e+03, 4.8669e+03, 9.2679e+02, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, 22.2705, 21.0549, 18.6552, 15.9688, 15.0722, 14.8125, 14.7029, 14.6819, 16.4825
3.300, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, 2.5909e+00, 9.0169e+00, 8.1907e+01, 1.2035e+03, 2.8654e+03, 3.7900e+03, 4.1849e+03, 4.5243e+03, 8.7860e+02, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, 22.8664, 21.5124, 19.1167, 16.1989, 15.2570, 14.9534, 14.8458, 14.7611, 16.5405
3.500, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, -9.9000e+01, 1.4803e+00, 5.7756e+00, 5.2862e+01, 1.0050e+03, 2.4150e+03, 3.3307e+03, 3.7358e+03, 4.1737e+03, 8.3683e+02, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, -99.0000, 23.4741, 21.9960, 19.5921, 16.3946, 15.4427, 15.0937, 14.9690, 14.8487, 16.5934
